feature,mean_abs_shap
day_length,0.052089721504270735
growing_degree_hours,0.023040189926982285
tmin_x_min_sea,0.02250189575515117
daylen_x_tmin,0.021957796095940053
daylen_x_tmax,0.016598908102808615
frost_x_gdh,0.007580841322401702
frost_hours,0.0072477412837899415
frost_x_daylen,0.007186876530760731
