Site,Src,Plot,Ind,Tiller,Yrm,gr,Tos,Tcode
Sagwon,SG,NT4,NT4,Black,2016,untransplanted,224,Sagwon.NT4.NT4.Black.2016
Sagwon,SG,NT4,NT4,Black,2017,untransplanted,235,Sagwon.NT4.NT4.Black.2017
Sagwon,SG,NT5,NT5,Black,2015,untransplanted,217,Sagwon.NT5.NT5.Black.2015
Sagwon,SG,NT5,NT5,Black,2016,untransplanted,225,Sagwon.NT5.NT5.Black.2016
Sagwon,SG,NT5,NT5,Black,2017,untransplanted,233,Sagwon.NT5.NT5.Black.2017
Sagwon,SG,NT6,NT6,Black,2015,untransplanted,209,Sagwon.NT6.NT6.Black.2015
Sagwon,SG,NT6,NT6,Black,2016,untransplanted,219,Sagwon.NT6.NT6.Black.2016
Sagwon,SG,NT6,NT6,Black,2017,untransplanted,229,Sagwon.NT6.NT6.Black.2017
Sagwon,SG,NT7,NT7,Black,2015,untransplanted,213,Sagwon.NT7.NT7.Black.2015
Sagwon,SG,NT7,NT7,Black,2016,untransplanted,229,Sagwon.NT7.NT7.Black.2016
Sagwon,SG,NT8,NT8,Black,2015,untransplanted,223,Sagwon.NT8.NT8.Black.2015
Sagwon,SG,NT8,NT8,Black,2016,untransplanted,224,Sagwon.NT8.NT8.Black.2016
Sagwon,SG,NT8,NT8,Black,2017,untransplanted,230,Sagwon.NT8.NT8.Black.2017
Sagwon,SG,NT9,NT9,Black,2015,untransplanted,212,Sagwon.NT9.NT9.Black.2015
Sagwon,SG,NT9,NT9,Black,2016,untransplanted,216,Sagwon.NT9.NT9.Black.2016
Sagwon,SG,NT9,NT9,Black,2017,untransplanted,234,Sagwon.NT9.NT9.Black.2017
Sagwon,SG,SG1,A,blue,2023,warming,234,Sagwon.SG1.A.blue.2023
Sagwon,SG,SG1,A,blue,2024,warming,234,Sagwon.SG1.A.blue.2024
Sagwon,SG,SG1,A,red,2022,warming,231,Sagwon.SG1.A.red.2022
Sagwon,SG,SG1,B,blue,2023,warming,246,Sagwon.SG1.B.blue.2023
Sagwon,SG,SG1,B,blue,2024,warming,226,Sagwon.SG1.B.blue.2024
Sagwon,SG,SG1,C,red,2023,warming,232,Sagwon.SG1.C.red.2023
Sagwon,SG,SG1,C,red,2024,warming,208,Sagwon.SG1.C.red.2024
Sagwon,SG,SG1,SG1,Black,2015,warming,206,Sagwon.SG1.SG1.Black.2015
Sagwon,SG,SG1,SG1,Black,2016,warming,253,Sagwon.SG1.SG1.Black.2016
Sagwon,SG,SG1,SG1,Black,2017,warming,236,Sagwon.SG1.SG1.Black.2017
Sagwon,SG,SG10,A,Blue,2022,control,234,Sagwon.SG10.A.Blue.2022
Sagwon,SG,SG10,A,Red,2023,control,211,Sagwon.SG10.A.Red.2023
Sagwon,SG,SG10,A,Red2,2024,control,234,Sagwon.SG10.A.Red2.2024
Sagwon,SG,SG10,B,Blue,2022,control,232,Sagwon.SG10.B.Blue.2022
Sagwon,SG,SG10,B,Blue,2023,control,231,Sagwon.SG10.B.Blue.2023
Sagwon,SG,SG10,B,Blue,2024,control,226,Sagwon.SG10.B.Blue.2024
Sagwon,SG,SG10,C,Blue,2022,control,233,Sagwon.SG10.C.Blue.2022
Sagwon,SG,SG10,C,Blue,2023,control,211,Sagwon.SG10.C.Blue.2023
Sagwon,SG,SG10,C,Red,2022,control,224,Sagwon.SG10.C.Red.2022
Sagwon,SG,SG10,C,Red,2024,control,229,Sagwon.SG10.C.Red.2024
Sagwon,SG,SG10,SG10,Black,2015,control,191,Sagwon.SG10.SG10.Black.2015
Sagwon,SG,SG10,SG10,Black,2016,control,220,Sagwon.SG10.SG10.Black.2016
Sagwon,SG,SG10,SG10,Black,2017,control,227,Sagwon.SG10.SG10.Black.2017
Sagwon,SG,SG11,A,blue,2022,control,233,Sagwon.SG11.A.blue.2022
Sagwon,SG,SG11,A,blue,2023,control,234,Sagwon.SG11.A.blue.2023
Sagwon,SG,SG11,A,blue,2024,control,238,Sagwon.SG11.A.blue.2024
Sagwon,SG,SG11,B,blue,2022,control,233,Sagwon.SG11.B.blue.2022
Sagwon,SG,SG11,B,blue,2023,control,227,Sagwon.SG11.B.blue.2023
Sagwon,SG,SG11,B,red,2022,control,231,Sagwon.SG11.B.red.2022
Sagwon,SG,SG11,B,red,2024,control,239,Sagwon.SG11.B.red.2024
Sagwon,SG,SG11,C,blue,2022,control,233,Sagwon.SG11.C.blue.2022
Sagwon,SG,SG11,C,red,2023,control,243,Sagwon.SG11.C.red.2023
Sagwon,SG,SG11,C,red,2024,control,232,Sagwon.SG11.C.red.2024
Sagwon,SG,SG11,SG11,Black,2015,control,222,Sagwon.SG11.SG11.Black.2015
Sagwon,SG,SG11,SG11,Black,2016,control,230,Sagwon.SG11.SG11.Black.2016
Sagwon,SG,SG11,SG11,Black,2017,control,235,Sagwon.SG11.SG11.Black.2017
Sagwon,SG,SG12,A,red,2022,warming,232,Sagwon.SG12.A.red.2022
Sagwon,SG,SG12,A,red,2023,warming,229,Sagwon.SG12.A.red.2023
Sagwon,SG,SG12,A,red,2024,warming,238,Sagwon.SG12.A.red.2024
Sagwon,SG,SG12,B,blue,2022,warming,231,Sagwon.SG12.B.blue.2022
Sagwon,SG,SG12,B,red,2022,warming,231,Sagwon.SG12.B.red.2022
Sagwon,SG,SG12,B,red,2023,warming,225,Sagwon.SG12.B.red.2023
Sagwon,SG,SG12,B,red2,2024,warming,233,Sagwon.SG12.B.red2.2024
Sagwon,SG,SG12,C,blue,2023,warming,229,Sagwon.SG12.C.blue.2023
Sagwon,SG,SG12,C,blue,2024,warming,233,Sagwon.SG12.C.blue.2024
Sagwon,SG,SG12,C,red,2022,warming,202,Sagwon.SG12.C.red.2022
Sagwon,SG,SG12,SG12,Black,2015,warming,223,Sagwon.SG12.SG12.Black.2015
Sagwon,SG,SG12,SG12,Black,2016,warming,232,Sagwon.SG12.SG12.Black.2016
Sagwon,SG,SG12,SG12,Black,2017,warming,235,Sagwon.SG12.SG12.Black.2017
Sagwon,SG,SG13,A,Blue,2022,warming,233,Sagwon.SG13.A.Blue.2022
Sagwon,SG,SG13,A,Red,2023,warming,230,Sagwon.SG13.A.Red.2023
Sagwon,SG,SG13,A,Red,2024,warming,230,Sagwon.SG13.A.Red.2024
Sagwon,SG,SG13,B,Red,2022,warming,232,Sagwon.SG13.B.Red.2022
Sagwon,SG,SG13,B,Red,2023,warming,217,Sagwon.SG13.B.Red.2023
Sagwon,SG,SG13,B,Red2,2024,warming,232,Sagwon.SG13.B.Red2.2024
Sagwon,SG,SG13,C,Red,2023,warming,234,Sagwon.SG13.C.Red.2023
Sagwon,SG,SG13,C,Red,2024,warming,231,Sagwon.SG13.C.Red.2024
Sagwon,SG,SG13,SG13,Black,2015,warming,227,Sagwon.SG13.SG13.Black.2015
Sagwon,SG,SG13,SG13,Black,2016,warming,233,Sagwon.SG13.SG13.Black.2016
Sagwon,SG,SG13,SG13,Black,2017,warming,235,Sagwon.SG13.SG13.Black.2017
Sagwon,SG,SG14,A,Blue,2022,control,228,Sagwon.SG14.A.Blue.2022
Sagwon,SG,SG14,A,Red,2022,control,230,Sagwon.SG14.A.Red.2022
Sagwon,SG,SG14,A,Red,2023,control,234,Sagwon.SG14.A.Red.2023
Sagwon,SG,SG14,A,Red,2024,control,233,Sagwon.SG14.A.Red.2024
Sagwon,SG,SG14,B,Blue,2022,control,233,Sagwon.SG14.B.Blue.2022
Sagwon,SG,SG14,B,Red,2022,control,232,Sagwon.SG14.B.Red.2022
Sagwon,SG,SG14,B,Red,2023,control,240,Sagwon.SG14.B.Red.2023
Sagwon,SG,SG14,B,Red2,2024,control,231,Sagwon.SG14.B.Red2.2024
Sagwon,SG,SG14,C,Blue,2023,control,226,Sagwon.SG14.C.Blue.2023
Sagwon,SG,SG14,C,Blue,2024,control,229,Sagwon.SG14.C.Blue.2024
Sagwon,SG,SG14,C,Red,2022,control,234,Sagwon.SG14.C.Red.2022
Sagwon,SG,SG14,SG14,Black,2015,control,194,Sagwon.SG14.SG14.Black.2015
Sagwon,SG,SG14,SG14,Black,2016,control,216,Sagwon.SG14.SG14.Black.2016
Sagwon,SG,SG14,SG14,Black,2017,control,230,Sagwon.SG14.SG14.Black.2017
Sagwon,SG,SG15,SG15,Black,2015,warming,217,Sagwon.SG15.SG15.Black.2015
Sagwon,SG,SG15,SG15,Black,2016,warming,224,Sagwon.SG15.SG15.Black.2016
Sagwon,SG,SG16,SG16,Black,2015,control,226,Sagwon.SG16.SG16.Black.2015
Sagwon,SG,SG16,SG16,Black,2016,control,223,Sagwon.SG16.SG16.Black.2016
Sagwon,SG,SG17,A,blue,2023,control,241,Sagwon.SG17.A.blue.2023
Sagwon,SG,SG17,A,blue,2024,control,203,Sagwon.SG17.A.blue.2024
Sagwon,SG,SG17,B,blue,2022,control,232,Sagwon.SG17.B.blue.2022
Sagwon,SG,SG17,B,red,2022,control,232,Sagwon.SG17.B.red.2022
Sagwon,SG,SG17,B,red,2023,control,230,Sagwon.SG17.B.red.2023
Sagwon,SG,SG17,B,red,2024,control,237,Sagwon.SG17.B.red.2024
Sagwon,SG,SG17,C,red,2023,control,212,Sagwon.SG17.C.red.2023
Sagwon,SG,SG17,C,red,2024,control,212,Sagwon.SG17.C.red.2024
Sagwon,SG,SG17,SG17,Black,2015,control,194,Sagwon.SG17.SG17.Black.2015
Sagwon,SG,SG17,SG17,Black,2016,control,229,Sagwon.SG17.SG17.Black.2016
Sagwon,SG,SG17,SG17,Black,2017,control,233,Sagwon.SG17.SG17.Black.2017
Sagwon,SG,SG18,A,blue,2023,warming,233,Sagwon.SG18.A.blue.2023
Sagwon,SG,SG18,A,red,2022,warming,204,Sagwon.SG18.A.red.2022
Sagwon,SG,SG18,A,red,2024,warming,231,Sagwon.SG18.A.red.2024
Sagwon,SG,SG18,B,blue,2022,warming,230,Sagwon.SG18.B.blue.2022
Sagwon,SG,SG18,B,red,2023,warming,229,Sagwon.SG18.B.red.2023
Sagwon,SG,SG18,B,red2,2024,warming,230,Sagwon.SG18.B.red2.2024
Sagwon,SG,SG18,C,red,2023,warming,237,Sagwon.SG18.C.red.2023
Sagwon,SG,SG18,C,red,2024,warming,209,Sagwon.SG18.C.red.2024
Sagwon,SG,SG18,SG18,Black,2015,warming,202,Sagwon.SG18.SG18.Black.2015
Sagwon,SG,SG18,SG18,Black,2016,warming,218,Sagwon.SG18.SG18.Black.2016
Sagwon,SG,SG18,SG18,Black,2017,warming,234,Sagwon.SG18.SG18.Black.2017
Sagwon,SG,SG19,A,blue,2023,control,238,Sagwon.SG19.A.blue.2023
Sagwon,SG,SG19,A,blue,2024,control,238,Sagwon.SG19.A.blue.2024
Sagwon,SG,SG19,B,red,2023,control,239,Sagwon.SG19.B.red.2023
Sagwon,SG,SG19,B,red2,2024,control,220,Sagwon.SG19.B.red2.2024
Sagwon,SG,SG19,C,blue,2022,control,229,Sagwon.SG19.C.blue.2022
Sagwon,SG,SG19,C,red,2022,control,231,Sagwon.SG19.C.red.2022
Sagwon,SG,SG19,C,red,2023,control,225,Sagwon.SG19.C.red.2023
Sagwon,SG,SG19,C,red,2024,control,191,Sagwon.SG19.C.red.2024
Sagwon,SG,SG19,SG19,Black,2015,control,204,Sagwon.SG19.SG19.Black.2015
Sagwon,SG,SG19,SG19,Black,2016,control,227,Sagwon.SG19.SG19.Black.2016
Sagwon,SG,SG19,SG19,Black,2017,control,233,Sagwon.SG19.SG19.Black.2017
Sagwon,SG,SG2,A,Yellow,2023,control,246,Sagwon.SG2.A.Yellow.2023
Sagwon,SG,SG2,A,Yellow,2024,control,234,Sagwon.SG2.A.Yellow.2024
Sagwon,SG,SG2,A,blue,2022,control,232,Sagwon.SG2.A.blue.2022
Sagwon,SG,SG2,A,red,2022,control,233,Sagwon.SG2.A.red.2022
Sagwon,SG,SG2,B,blue,2023,control,224,Sagwon.SG2.B.blue.2023
Sagwon,SG,SG2,B,blue,2024,control,236,Sagwon.SG2.B.blue.2024
Sagwon,SG,SG2,B,red,2022,control,230,Sagwon.SG2.B.red.2022
Sagwon,SG,SG2,C,blue,2022,control,233,Sagwon.SG2.C.blue.2022
Sagwon,SG,SG2,C,blue,2023,control,239,Sagwon.SG2.C.blue.2023
Sagwon,SG,SG2,C,blue,2024,control,228,Sagwon.SG2.C.blue.2024
Sagwon,SG,SG2,C,red,2022,control,210,Sagwon.SG2.C.red.2022
Sagwon,SG,SG2,SG2,Black,2015,control,225,Sagwon.SG2.SG2.Black.2015
Sagwon,SG,SG2,SG2,Black,2016,control,215,Sagwon.SG2.SG2.Black.2016
Sagwon,SG,SG2,SG2,Black,2017,control,235,Sagwon.SG2.SG2.Black.2017
Sagwon,SG,SG20,A,blue,2022,warming,231,Sagwon.SG20.A.blue.2022
Sagwon,SG,SG20,A,blue,2023,warming,203,Sagwon.SG20.A.blue.2023
Sagwon,SG,SG20,A,blue2,2024,warming,230,Sagwon.SG20.A.blue2.2024
Sagwon,SG,SG20,B,blue,2022,warming,218,Sagwon.SG20.B.blue.2022
Sagwon,SG,SG20,B,blue,2023,warming,242,Sagwon.SG20.B.blue.2023
Sagwon,SG,SG20,B,blue2,2024,warming,226,Sagwon.SG20.B.blue2.2024
Sagwon,SG,SG20,C,red,2023,warming,223,Sagwon.SG20.C.red.2023
Sagwon,SG,SG20,C,red2,2024,warming,234,Sagwon.SG20.C.red2.2024
Sagwon,SG,SG20,SG20,Black,2015,warming,217,Sagwon.SG20.SG20.Black.2015
Sagwon,SG,SG20,SG20,Black,2016,warming,231,Sagwon.SG20.SG20.Black.2016
Sagwon,SG,SG20,SG20,Black,2017,warming,236,Sagwon.SG20.SG20.Black.2017
Sagwon,SG,SG3,A,blue,2022,control,231,Sagwon.SG3.A.blue.2022
Sagwon,SG,SG3,A,red,2023,control,231,Sagwon.SG3.A.red.2023
Sagwon,SG,SG3,A,red,2024,control,231,Sagwon.SG3.A.red.2024
Sagwon,SG,SG3,B,blue,2022,control,233,Sagwon.SG3.B.blue.2022
Sagwon,SG,SG3,B,red,2023,control,232,Sagwon.SG3.B.red.2023
Sagwon,SG,SG3,B,red,2024,control,234,Sagwon.SG3.B.red.2024
Sagwon,SG,SG3,C,red,2023,control,232,Sagwon.SG3.C.red.2023
Sagwon,SG,SG3,C,red,2024,control,237,Sagwon.SG3.C.red.2024
Sagwon,SG,SG3,SG3,Black,2015,control,195,Sagwon.SG3.SG3.Black.2015
Sagwon,SG,SG3,SG3,Black,2017,control,224,Sagwon.SG3.SG3.Black.2017
Sagwon,SG,SG3,SG3,Black2,2016,control,239,Sagwon.SG3.SG3.Black2.2016
Sagwon,SG,SG4,A,blue,2023,warming,236,Sagwon.SG4.A.blue.2023
Sagwon,SG,SG4,A,blue,2024,warming,233,Sagwon.SG4.A.blue.2024
Sagwon,SG,SG4,B,red,2023,warming,238,Sagwon.SG4.B.red.2023
Sagwon,SG,SG4,B,red,2024,warming,218,Sagwon.SG4.B.red.2024
Sagwon,SG,SG4,C,blue,2023,warming,241,Sagwon.SG4.C.blue.2023
Sagwon,SG,SG4,C,blue,2024,warming,225,Sagwon.SG4.C.blue.2024
Sagwon,SG,SG4,C,red,2022,warming,175,Sagwon.SG4.C.red.2022
Sagwon,SG,SG4,SG4,Black,2015,warming,197,Sagwon.SG4.SG4.Black.2015
Sagwon,SG,SG4,SG4,Black,2016,warming,194,Sagwon.SG4.SG4.Black.2016
Sagwon,SG,SG4,SG4,Black,2017,warming,219,Sagwon.SG4.SG4.Black.2017
Sagwon,SG,SG5,A,red,2022,control,231,Sagwon.SG5.A.red.2022
Sagwon,SG,SG5,A,red,2023,control,217,Sagwon.SG5.A.red.2023
Sagwon,SG,SG5,A,red2,2024,control,233,Sagwon.SG5.A.red2.2024
Sagwon,SG,SG5,B,red,2022,control,232,Sagwon.SG5.B.red.2022
Sagwon,SG,SG5,B,red,2023,control,217,Sagwon.SG5.B.red.2023
Sagwon,SG,SG5,B,red,2024,control,237,Sagwon.SG5.B.red.2024
Sagwon,SG,SG5,C,blue,2022,control,232,Sagwon.SG5.C.blue.2022
Sagwon,SG,SG5,C,blue,2024,control,232,Sagwon.SG5.C.blue.2024
Sagwon,SG,SG5,C,red,2022,control,234,Sagwon.SG5.C.red.2022
Sagwon,SG,SG5,C,red,2023,control,210,Sagwon.SG5.C.red.2023
Sagwon,SG,SG5,SG5,Black,2015,control,194,Sagwon.SG5.SG5.Black.2015
Sagwon,SG,SG5,SG5,Black,2016,control,236,Sagwon.SG5.SG5.Black.2016
Sagwon,SG,SG5,SG5,Black,2017,control,242,Sagwon.SG5.SG5.Black.2017
Sagwon,SG,SG6,A,blue,2023,warming,225,Sagwon.SG6.A.blue.2023
Sagwon,SG,SG6,A,red,2024,warming,234,Sagwon.SG6.A.red.2024
Sagwon,SG,SG6,B,blue,2022,warming,232,Sagwon.SG6.B.blue.2022
Sagwon,SG,SG6,B,red,2023,warming,228,Sagwon.SG6.B.red.2023
Sagwon,SG,SG6,B,red,2024,warming,230,Sagwon.SG6.B.red.2024
Sagwon,SG,SG6,C,blue,2022,warming,232,Sagwon.SG6.C.blue.2022
Sagwon,SG,SG6,C,blue,2023,warming,224,Sagwon.SG6.C.blue.2023
Sagwon,SG,SG6,C,blue,2024,warming,230,Sagwon.SG6.C.blue.2024
Sagwon,SG,SG6,C,red,2022,warming,232,Sagwon.SG6.C.red.2022
Sagwon,SG,SG6,SG6,Black,2015,warming,203,Sagwon.SG6.SG6.Black.2015
Sagwon,SG,SG6,SG6,Black,2016,warming,224,Sagwon.SG6.SG6.Black.2016
Sagwon,SG,SG7,SG7,Black,2015,warming,230,Sagwon.SG7.SG7.Black.2015
Sagwon,SG,SG7,SG7,Black,2016,warming,247,Sagwon.SG7.SG7.Black.2016
Sagwon,SG,SG8,SG8,Black,2015,control,206,Sagwon.SG8.SG8.Black.2015
Sagwon,SG,SG8,SG8,Black,2016,control,212,Sagwon.SG8.SG8.Black.2016
Sagwon,SG,SG9,A,Blue,2023,warming,227,Sagwon.SG9.A.Blue.2023
Sagwon,SG,SG9,A,Blue,2024,warming,235,Sagwon.SG9.A.Blue.2024
Sagwon,SG,SG9,A,Red,2022,warming,232,Sagwon.SG9.A.Red.2022
Sagwon,SG,SG9,B,Blue,2024,warming,237,Sagwon.SG9.B.Blue.2024
Sagwon,SG,SG9,B,Red,2023,warming,224,Sagwon.SG9.B.Red.2023
Sagwon,SG,SG9,C,Blue,2022,warming,232,Sagwon.SG9.C.Blue.2022
Sagwon,SG,SG9,C,Red,2023,warming,228,Sagwon.SG9.C.Red.2023
Sagwon,SG,SG9,C,Red2,2024,warming,237,Sagwon.SG9.C.Red2.2024
Sagwon,SG,SG9,SG9,Black,2015,warming,219,Sagwon.SG9.SG9.Black.2015
Sagwon,SG,SG9,SG9,Black,2016,warming,216,Sagwon.SG9.SG9.Black.2016
Sagwon,SG,SG9,SG9,Black,2017,warming,229,Sagwon.SG9.SG9.Black.2017
Sagwon,TL,TL1,A,Yellow,2023,warming,226,Sagwon.TL1.A.Yellow.2023
Sagwon,TL,TL1,A,blue,2022,warming,234,Sagwon.TL1.A.blue.2022
Sagwon,TL,TL1,A,blue,2024,warming,233,Sagwon.TL1.A.blue.2024
Sagwon,TL,TL1,A,red,2022,warming,228,Sagwon.TL1.A.red.2022
Sagwon,TL,TL1,B,red,2023,warming,239,Sagwon.TL1.B.red.2023
Sagwon,TL,TL1,B,red,2024,warming,227,Sagwon.TL1.B.red.2024
Sagwon,TL,TL1,C,Yellow,2023,warming,208,Sagwon.TL1.C.Yellow.2023
Sagwon,TL,TL1,C,Yellow2,2024,warming,237,Sagwon.TL1.C.Yellow2.2024
Sagwon,TL,TL1,C,blue,2022,warming,201,Sagwon.TL1.C.blue.2022
Sagwon,TL,TL1,C,red,2022,warming,201,Sagwon.TL1.C.red.2022
Sagwon,TL,TL1,TL1,Black,2015,warming,206,Sagwon.TL1.TL1.Black.2015
Sagwon,TL,TL1,TL1,Black,2016,warming,239,Sagwon.TL1.TL1.Black.2016
Sagwon,TL,TL1,TL1,Black,2017,warming,237,Sagwon.TL1.TL1.Black.2017
Sagwon,TL,TL10,TL10,Black,2015,control,209,Sagwon.TL10.TL10.Black.2015
Sagwon,TL,TL10,TL10,Black,2016,control,232,Sagwon.TL10.TL10.Black.2016
Sagwon,TL,TL11,A,blue,2023,control,246,Sagwon.TL11.A.blue.2023
Sagwon,TL,TL11,A,blue2,2024,control,213,Sagwon.TL11.A.blue2.2024
Sagwon,TL,TL11,A,red,2022,control,232,Sagwon.TL11.A.red.2022
Sagwon,TL,TL11,B,blue,2023,control,232,Sagwon.TL11.B.blue.2023
Sagwon,TL,TL11,B,blue2,2024,control,233,Sagwon.TL11.B.blue2.2024
Sagwon,TL,TL11,C,blue,2022,control,232,Sagwon.TL11.C.blue.2022
Sagwon,TL,TL11,C,red,2022,control,198,Sagwon.TL11.C.red.2022
Sagwon,TL,TL11,C,red,2023,control,235,Sagwon.TL11.C.red.2023
Sagwon,TL,TL11,C,red2,2024,control,236,Sagwon.TL11.C.red2.2024
Sagwon,TL,TL11,TL11,Black,2015,control,228,Sagwon.TL11.TL11.Black.2015
Sagwon,TL,TL11,TL11,Black,2016,control,239,Sagwon.TL11.TL11.Black.2016
Sagwon,TL,TL11,TL11,Black,2017,control,243,Sagwon.TL11.TL11.Black.2017
Sagwon,TL,TL12,A,Yellow,2023,warming,200,Sagwon.TL12.A.Yellow.2023
Sagwon,TL,TL12,A,Yellow,2024,warming,195,Sagwon.TL12.A.Yellow.2024
Sagwon,TL,TL12,A,blue,2022,warming,214,Sagwon.TL12.A.blue.2022
Sagwon,TL,TL12,B,blue,2023,warming,226,Sagwon.TL12.B.blue.2023
Sagwon,TL,TL12,B,blue,2024,warming,234,Sagwon.TL12.B.blue.2024
Sagwon,TL,TL12,B,red,2022,warming,226,Sagwon.TL12.B.red.2022
Sagwon,TL,TL12,C,blue,2022,warming,234,Sagwon.TL12.C.blue.2022
Sagwon,TL,TL12,C,blue,2023,warming,228,Sagwon.TL12.C.blue.2023
Sagwon,TL,TL12,C,blue,2024,warming,235,Sagwon.TL12.C.blue.2024
Sagwon,TL,TL12,TL12,Black,2016,warming,219,Sagwon.TL12.TL12.Black.2016
Sagwon,TL,TL12,TL12,Black,2017,warming,227,Sagwon.TL12.TL12.Black.2017
Sagwon,TL,TL13,A,Blue,2023,control,238,Sagwon.TL13.A.Blue.2023
Sagwon,TL,TL13,A,Blue,2024,control,230,Sagwon.TL13.A.Blue.2024
Sagwon,TL,TL13,A,Red,2022,control,231,Sagwon.TL13.A.Red.2022
Sagwon,TL,TL13,B,Red,2023,control,242,Sagwon.TL13.B.Red.2023
Sagwon,TL,TL13,B,Red,2024,control,230,Sagwon.TL13.B.Red.2024
Sagwon,TL,TL13,C,yellow,2023,control,237,Sagwon.TL13.C.yellow.2023
Sagwon,TL,TL13,C,yellow,2024,control,236,Sagwon.TL13.C.yellow.2024
Sagwon,TL,TL13,TL13,Black,2015,control,210,Sagwon.TL13.TL13.Black.2015
Sagwon,TL,TL13,TL13,Black,2016,control,228,Sagwon.TL13.TL13.Black.2016
Sagwon,TL,TL13,TL13,Black,2017,control,230,Sagwon.TL13.TL13.Black.2017
Sagwon,TL,TL14,A,Blue,2023,warming,228,Sagwon.TL14.A.Blue.2023
Sagwon,TL,TL14,A,Blue,2024,warming,236,Sagwon.TL14.A.Blue.2024
Sagwon,TL,TL14,B,Blue,2023,warming,237,Sagwon.TL14.B.Blue.2023
Sagwon,TL,TL14,B,Blue,2024,warming,221,Sagwon.TL14.B.Blue.2024
Sagwon,TL,TL14,C,Blue,2023,warming,234,Sagwon.TL14.C.Blue.2023
Sagwon,TL,TL14,C,Blue,2024,warming,235,Sagwon.TL14.C.Blue.2024
Sagwon,TL,TL14,C,Red,2022,warming,233,Sagwon.TL14.C.Red.2022
Sagwon,TL,TL14,TL14,Black,2015,warming,205,Sagwon.TL14.TL14.Black.2015
Sagwon,TL,TL14,TL14,Black,2016,warming,217,Sagwon.TL14.TL14.Black.2016
Sagwon,TL,TL14,TL14,Black,2017,warming,245,Sagwon.TL14.TL14.Black.2017
Sagwon,TL,TL15,A,blue,2023,warming,237,Sagwon.TL15.A.blue.2023
Sagwon,TL,TL15,A,blue2,2024,warming,203,Sagwon.TL15.A.blue2.2024
Sagwon,TL,TL15,B,blue,2023,warming,234,Sagwon.TL15.B.blue.2023
Sagwon,TL,TL15,B,blue2,2024,warming,235,Sagwon.TL15.B.blue2.2024
Sagwon,TL,TL15,B,red,2022,warming,227,Sagwon.TL15.B.red.2022
Sagwon,TL,TL15,C,blue,2023,warming,245,Sagwon.TL15.C.blue.2023
Sagwon,TL,TL15,C,blue,2024,warming,224,Sagwon.TL15.C.blue.2024
Sagwon,TL,TL15,TL15,Black,2015,warming,228,Sagwon.TL15.TL15.Black.2015
Sagwon,TL,TL15,TL15,Black,2016,warming,235,Sagwon.TL15.TL15.Black.2016
Sagwon,TL,TL15,TL15,Black,2017,warming,239,Sagwon.TL15.TL15.Black.2017
Sagwon,TL,TL16,A,blue,2023,control,243,Sagwon.TL16.A.blue.2023
Sagwon,TL,TL16,A,blue,2024,control,233,Sagwon.TL16.A.blue.2024
Sagwon,TL,TL16,B,blue,2022,control,233,Sagwon.TL16.B.blue.2022
Sagwon,TL,TL16,B,blue,2023,control,215,Sagwon.TL16.B.blue.2023
Sagwon,TL,TL16,B,blue2,2024,control,203,Sagwon.TL16.B.blue2.2024
Sagwon,TL,TL16,B,red,2022,control,233,Sagwon.TL16.B.red.2022
Sagwon,TL,TL16,C,red,2023,control,219,Sagwon.TL16.C.red.2023
Sagwon,TL,TL16,C,red2,2024,control,236,Sagwon.TL16.C.red2.2024
Sagwon,TL,TL16,TL16,Black,2015,control,204,Sagwon.TL16.TL16.Black.2015
Sagwon,TL,TL16,TL16,Black,2017,control,235,Sagwon.TL16.TL16.Black.2017
Sagwon,TL,TL16,TL16,Black2,2016,control,232,Sagwon.TL16.TL16.Black2.2016
Sagwon,TL,TL17,A,blue,2023,control,227,Sagwon.TL17.A.blue.2023
Sagwon,TL,TL17,A,blue2,2024,control,236,Sagwon.TL17.A.blue2.2024
Sagwon,TL,TL17,A,red,2022,control,232,Sagwon.TL17.A.red.2022
Sagwon,TL,TL17,B,red,2022,control,229,Sagwon.TL17.B.red.2022
Sagwon,TL,TL17,B,yellow,2023,control,228,Sagwon.TL17.B.yellow.2023
Sagwon,TL,TL17,B,yellow,2024,control,218,Sagwon.TL17.B.yellow.2024
Sagwon,TL,TL17,C,blue,2022,control,233,Sagwon.TL17.C.blue.2022
Sagwon,TL,TL17,C,blue,2023,control,236,Sagwon.TL17.C.blue.2023
Sagwon,TL,TL17,C,red,2024,control,218,Sagwon.TL17.C.red.2024
Sagwon,TL,TL17,TL17,Black,2015,control,198,Sagwon.TL17.TL17.Black.2015
Sagwon,TL,TL17,TL17,Black,2017,control,246,Sagwon.TL17.TL17.Black.2017
Sagwon,TL,TL17,TL17,Black2,2016,control,212,Sagwon.TL17.TL17.Black2.2016
Sagwon,TL,TL18,A,blue,2023,warming,235,Sagwon.TL18.A.blue.2023
Sagwon,TL,TL18,A,blue,2024,warming,212,Sagwon.TL18.A.blue.2024
Sagwon,TL,TL18,A,red,2022,warming,227,Sagwon.TL18.A.red.2022
Sagwon,TL,TL18,B,blue,2023,warming,243,Sagwon.TL18.B.blue.2023
Sagwon,TL,TL18,B,blue,2024,warming,214,Sagwon.TL18.B.blue.2024
Sagwon,TL,TL18,C,blue,2023,warming,233,Sagwon.TL18.C.blue.2023
Sagwon,TL,TL18,C,blue,2024,warming,214,Sagwon.TL18.C.blue.2024
Sagwon,TL,TL18,TL18,Black,2015,warming,220,Sagwon.TL18.TL18.Black.2015
