Site,Src,Plot,Ind,Tiller,Yrm,gr,Tos,Tcode
Coldfoot,SG,SG6,B,blue2,2024,control,203,Coldfoot.SG6.B.blue2.2024
Coldfoot,SG,SG6,C,blue,2022,control,213,Coldfoot.SG6.C.blue.2022
Coldfoot,SG,SG6,C,blue,2023,control,175,Coldfoot.SG6.C.blue.2023
Coldfoot,SG,SG6,C,blue2,2024,control,217,Coldfoot.SG6.C.blue2.2024
Coldfoot,SG,SG6,C,red,2022,control,229,Coldfoot.SG6.C.red.2022
Coldfoot,SG,SG6,SG6,Black,2016,control,227,Coldfoot.SG6.SG6.Black.2016
Coldfoot,SG,SG6,SG6,Black,2017,control,235,Coldfoot.SG6.SG6.Black.2017
Coldfoot,SG,SG7,A,blue,2022,control,229,Coldfoot.SG7.A.blue.2022
Coldfoot,SG,SG7,A,red,2022,control,232,Coldfoot.SG7.A.red.2022
Coldfoot,SG,SG7,A,red,2023,control,195,Coldfoot.SG7.A.red.2023
Coldfoot,SG,SG7,A,red,2024,control,217,Coldfoot.SG7.A.red.2024
Coldfoot,SG,SG7,B,Yellow,2023,control,218,Coldfoot.SG7.B.Yellow.2023
Coldfoot,SG,SG7,B,Yellow2,2024,control,218,Coldfoot.SG7.B.Yellow2.2024
Coldfoot,SG,SG7,B,blue,2022,control,228,Coldfoot.SG7.B.blue.2022
Coldfoot,SG,SG7,B,red,2022,control,225,Coldfoot.SG7.B.red.2022
Coldfoot,SG,SG7,C,blue,2022,control,220,Coldfoot.SG7.C.blue.2022
Coldfoot,SG,SG7,C,red,2022,control,224,Coldfoot.SG7.C.red.2022
Coldfoot,SG,SG7,C,yellow,2023,control,208,Coldfoot.SG7.C.yellow.2023
Coldfoot,SG,SG7,C,yellow2,2024,control,216,Coldfoot.SG7.C.yellow2.2024
Coldfoot,SG,SG7,SG7,Black,2015,control,187,Coldfoot.SG7.SG7.Black.2015
Coldfoot,SG,SG7,SG7,Black,2016,control,199,Coldfoot.SG7.SG7.Black.2016
Coldfoot,SG,SG7,SG7,Black,2017,control,224,Coldfoot.SG7.SG7.Black.2017
Coldfoot,SG,SG8,SG8,Black,2015,control,197,Coldfoot.SG8.SG8.Black.2015
Coldfoot,SG,SG8,SG8,Black,2016,control,223,Coldfoot.SG8.SG8.Black.2016
Coldfoot,SG,SG9,SG9,Black,2015,control,192,Coldfoot.SG9.SG9.Black.2015
Coldfoot,SG,SG9,SG9,Black,2016,control,201,Coldfoot.SG9.SG9.Black.2016
Coldfoot,TL,TL1,A,Blue,2022,control,224,Coldfoot.TL1.A.Blue.2022
Coldfoot,TL,TL1,A,Red,2022,control,231,Coldfoot.TL1.A.Red.2022
Coldfoot,TL,TL1,A,Red,2023,control,236,Coldfoot.TL1.A.Red.2023
Coldfoot,TL,TL1,A,Red,2024,control,182,Coldfoot.TL1.A.Red.2024
Coldfoot,TL,TL1,A,Red1,2024,control,229,Coldfoot.TL1.A.Red1.2024
Coldfoot,TL,TL1,B,Blue,2022,control,237,Coldfoot.TL1.B.Blue.2022
Coldfoot,TL,TL1,B,Red,2022,control,221,Coldfoot.TL1.B.Red.2022
Coldfoot,TL,TL1,B,Red,2023,control,229,Coldfoot.TL1.B.Red.2023
Coldfoot,TL,TL1,B,Red3,2024,control,218,Coldfoot.TL1.B.Red3.2024
Coldfoot,TL,TL1,C,Blue,2022,control,231,Coldfoot.TL1.C.Blue.2022
Coldfoot,TL,TL1,C,Red,2022,control,237,Coldfoot.TL1.C.Red.2022
Coldfoot,TL,TL1,C,Red,2023,control,243,Coldfoot.TL1.C.Red.2023
Coldfoot,TL,TL1,C,Red2,2024,control,227,Coldfoot.TL1.C.Red2.2024
Coldfoot,TL,TL1,TL1,Black,2015,control,191,Coldfoot.TL1.TL1.Black.2015
Coldfoot,TL,TL1,TL1,Black,2016,control,236,Coldfoot.TL1.TL1.Black.2016
Coldfoot,TL,TL1,TL1,Black,2017,control,224,Coldfoot.TL1.TL1.Black.2017
Coldfoot,TL,TL10,A,blue,2022,control,235,Coldfoot.TL10.A.blue.2022
Coldfoot,TL,TL10,A,blue,2023,control,239,Coldfoot.TL10.A.blue.2023
Coldfoot,TL,TL10,A,blue2,2024,control,228,Coldfoot.TL10.A.blue2.2024
Coldfoot,TL,TL10,A,red,2022,control,234,Coldfoot.TL10.A.red.2022
Coldfoot,TL,TL10,B,Yellow,2023,control,231,Coldfoot.TL10.B.Yellow.2023
Coldfoot,TL,TL10,B,Yellow,2024,control,221,Coldfoot.TL10.B.Yellow.2024
Coldfoot,TL,TL10,B,blue,2022,control,234,Coldfoot.TL10.B.blue.2022
Coldfoot,TL,TL10,C,blue,2022,control,235,Coldfoot.TL10.C.blue.2022
Coldfoot,TL,TL10,C,blue,2023,control,244,Coldfoot.TL10.C.blue.2023
Coldfoot,TL,TL10,C,blue,2024,control,231,Coldfoot.TL10.C.blue.2024
Coldfoot,TL,TL10,C,red,2022,control,233,Coldfoot.TL10.C.red.2022
Coldfoot,TL,TL10,TL10,Black,2016,control,200,Coldfoot.TL10.TL10.Black.2016
Coldfoot,TL,TL10,TL10,Black,2017,control,227,Coldfoot.TL10.TL10.Black.2017
Coldfoot,TL,TL2,A,Blue,2022,control,224,Coldfoot.TL2.A.Blue.2022
Coldfoot,TL,TL2,A,Red,2022,control,226,Coldfoot.TL2.A.Red.2022
Coldfoot,TL,TL2,A,Red,2023,control,223,Coldfoot.TL2.A.Red.2023
Coldfoot,TL,TL2,A,Red2,2024,control,220,Coldfoot.TL2.A.Red2.2024
Coldfoot,TL,TL2,B,Blue,2022,control,223,Coldfoot.TL2.B.Blue.2022
Coldfoot,TL,TL2,B,Red,2022,control,236,Coldfoot.TL2.B.Red.2022
Coldfoot,TL,TL2,B,Red,2023,control,217,Coldfoot.TL2.B.Red.2023
Coldfoot,TL,TL2,B,Red,2024,control,227,Coldfoot.TL2.B.Red.2024
Coldfoot,TL,TL2,C,Blue,2022,control,227,Coldfoot.TL2.C.Blue.2022
Coldfoot,TL,TL2,C,Yellow,2023,control,231,Coldfoot.TL2.C.Yellow.2023
Coldfoot,TL,TL2,C,Yellow,2024,control,228,Coldfoot.TL2.C.Yellow.2024
Coldfoot,TL,TL2,TL2,Black,2015,control,215,Coldfoot.TL2.TL2.Black.2015
Coldfoot,TL,TL2,TL2,Black,2016,control,220,Coldfoot.TL2.TL2.Black.2016
Coldfoot,TL,TL2,TL2,Black,2017,control,220,Coldfoot.TL2.TL2.Black.2017
Coldfoot,TL,TL3,A,Blue,2022,control,233,Coldfoot.TL3.A.Blue.2022
Coldfoot,TL,TL3,A,Blue,2023,control,217,Coldfoot.TL3.A.Blue.2023
Coldfoot,TL,TL3,A,Blue2,2024,control,200,Coldfoot.TL3.A.Blue2.2024
Coldfoot,TL,TL3,A,Red,2022,control,229,Coldfoot.TL3.A.Red.2022
Coldfoot,TL,TL3,B,Blue,2022,control,231,Coldfoot.TL3.B.Blue.2022
Coldfoot,TL,TL3,B,Blue,2023,control,206,Coldfoot.TL3.B.Blue.2023
Coldfoot,TL,TL3,B,Blue,2024,control,233,Coldfoot.TL3.B.Blue.2024
Coldfoot,TL,TL3,B,Red,2022,control,222,Coldfoot.TL3.B.Red.2022
Coldfoot,TL,TL3,C,Blue,2022,control,216,Coldfoot.TL3.C.Blue.2022
Coldfoot,TL,TL3,C,Red,2022,control,223,Coldfoot.TL3.C.Red.2022
Coldfoot,TL,TL3,C,Yellow,2023,control,217,Coldfoot.TL3.C.Yellow.2023
Coldfoot,TL,TL3,C,Yellow2,2024,control,229,Coldfoot.TL3.C.Yellow2.2024
Coldfoot,TL,TL3,TL3,Black,2015,control,199,Coldfoot.TL3.TL3.Black.2015
Coldfoot,TL,TL3,TL3,Black,2016,control,223,Coldfoot.TL3.TL3.Black.2016
Coldfoot,TL,TL3,TL3,Black,2017,control,226,Coldfoot.TL3.TL3.Black.2017
Coldfoot,TL,TL4,A,Blue,2022,control,235,Coldfoot.TL4.A.Blue.2022
Coldfoot,TL,TL4,A,Red,2022,control,231,Coldfoot.TL4.A.Red.2022
Coldfoot,TL,TL4,A,Yellow,2023,control,208,Coldfoot.TL4.A.Yellow.2023
Coldfoot,TL,TL4,A,Yellow2,2024,control,202,Coldfoot.TL4.A.Yellow2.2024
Coldfoot,TL,TL4,B,Red,2023,control,213,Coldfoot.TL4.B.Red.2023
Coldfoot,TL,TL4,B,Red2,2024,control,233,Coldfoot.TL4.B.Red2.2024
Coldfoot,TL,TL4,C,Blue,2022,control,238,Coldfoot.TL4.C.Blue.2022
Coldfoot,TL,TL4,C,Blue,2023,control,203,Coldfoot.TL4.C.Blue.2023
Coldfoot,TL,TL4,C,Blue2,2024,control,229,Coldfoot.TL4.C.Blue2.2024
Coldfoot,TL,TL4,C,Red,2022,control,229,Coldfoot.TL4.C.Red.2022
Coldfoot,TL,TL4,TL4,Black,2015,control,180,Coldfoot.TL4.TL4.Black.2015
Coldfoot,TL,TL4,TL4,Black,2016,control,219,Coldfoot.TL4.TL4.Black.2016
Coldfoot,TL,TL5,A,Blue,2022,control,177,Coldfoot.TL5.A.Blue.2022
Coldfoot,TL,TL5,A,Red,2022,control,228,Coldfoot.TL5.A.Red.2022
Coldfoot,TL,TL5,A,Yellow,2023,control,213,Coldfoot.TL5.A.Yellow.2023
Coldfoot,TL,TL5,A,Yellow,2024,control,173,Coldfoot.TL5.A.Yellow.2024
Coldfoot,TL,TL5,B,Blue,2022,control,231,Coldfoot.TL5.B.Blue.2022
Coldfoot,TL,TL5,B,Red,2023,control,218,Coldfoot.TL5.B.Red.2023
Coldfoot,TL,TL5,B,Red,2024,control,226,Coldfoot.TL5.B.Red.2024
Coldfoot,TL,TL5,C,Red,2022,control,212,Coldfoot.TL5.C.Red.2022
Coldfoot,TL,TL5,C,Yellow,2023,control,207,Coldfoot.TL5.C.Yellow.2023
Coldfoot,TL,TL5,C,Yellow,2024,control,222,Coldfoot.TL5.C.Yellow.2024
Coldfoot,TL,TL5,TL5,Black,2016,control,227,Coldfoot.TL5.TL5.Black.2016
Coldfoot,TL,TL5,TL5,Black,2017,control,221,Coldfoot.TL5.TL5.Black.2017
Coldfoot,TL,TL6,TL6,Black,2015,control,222,Coldfoot.TL6.TL6.Black.2015
Coldfoot,TL,TL6,TL6,Black,2016,control,233,Coldfoot.TL6.TL6.Black.2016
Coldfoot,TL,TL7,TL7,Black,2015,control,203,Coldfoot.TL7.TL7.Black.2015
Coldfoot,TL,TL7,TL7,Black,2016,control,228,Coldfoot.TL7.TL7.Black.2016
Coldfoot,TL,TL8,A,Yellow,2023,control,223,Coldfoot.TL8.A.Yellow.2023
Coldfoot,TL,TL8,A,Yellow,2024,control,222,Coldfoot.TL8.A.Yellow.2024
Coldfoot,TL,TL8,A,red,2022,control,238,Coldfoot.TL8.A.red.2022
Coldfoot,TL,TL8,B,Yellow,2023,control,235,Coldfoot.TL8.B.Yellow.2023
Coldfoot,TL,TL8,B,Yellow2,2024,control,234,Coldfoot.TL8.B.Yellow2.2024
Coldfoot,TL,TL8,B,red,2022,control,224,Coldfoot.TL8.B.red.2022
Coldfoot,TL,TL8,C,blue,2022,control,233,Coldfoot.TL8.C.blue.2022
Coldfoot,TL,TL8,C,red,2022,control,236,Coldfoot.TL8.C.red.2022
Coldfoot,TL,TL8,C,red,2023,control,218,Coldfoot.TL8.C.red.2023
Coldfoot,TL,TL8,C,red2,2024,control,193,Coldfoot.TL8.C.red2.2024
Coldfoot,TL,TL8,TL8,Black,2015,control,192,Coldfoot.TL8.TL8.Black.2015
Coldfoot,TL,TL8,TL8,Black,2017,control,221,Coldfoot.TL8.TL8.Black.2017
Coldfoot,TL,TL8,TL8,Black2,2016,control,212,Coldfoot.TL8.TL8.Black2.2016
Coldfoot,TL,TL9,A,blue,2022,control,226,Coldfoot.TL9.A.blue.2022
Coldfoot,TL,TL9,A,blue,2023,control,228,Coldfoot.TL9.A.blue.2023
Coldfoot,TL,TL9,A,blue,2024,control,230,Coldfoot.TL9.A.blue.2024
Coldfoot,TL,TL9,A,red,2022,control,233,Coldfoot.TL9.A.red.2022
Coldfoot,TL,TL9,B,Red,2022,control,236,Coldfoot.TL9.B.Red.2022
Coldfoot,TL,TL9,B,Red,2024,control,231,Coldfoot.TL9.B.Red.2024
Coldfoot,TL,TL9,B,blue,2023,control,243,Coldfoot.TL9.B.blue.2023
Coldfoot,TL,TL9,C,Yellow,2023,control,234,Coldfoot.TL9.C.Yellow.2023
Coldfoot,TL,TL9,C,Yellow,2024,control,230,Coldfoot.TL9.C.Yellow.2024
Coldfoot,TL,TL9,C,blue,2022,control,235,Coldfoot.TL9.C.blue.2022
Coldfoot,TL,TL9,C,red,2022,control,237,Coldfoot.TL9.C.red.2022
Coldfoot,TL,TL9,TL9,Black,2015,control,216,Coldfoot.TL9.TL9.Black.2015
Coldfoot,TL,TL9,TL9,Black,2017,control,226,Coldfoot.TL9.TL9.Black.2017
Coldfoot,TL,TL9,TL9,Black2,2016,control,231,Coldfoot.TL9.TL9.Black2.2016
Sagwon,CF,CF1,A,blue,2022,warming,232,Sagwon.CF1.A.blue.2022
Sagwon,CF,CF1,A,red,2023,warming,230,Sagwon.CF1.A.red.2023
Sagwon,CF,CF1,A,red,2024,warming,216,Sagwon.CF1.A.red.2024
Sagwon,CF,CF1,B,red,2023,warming,237,Sagwon.CF1.B.red.2023
Sagwon,CF,CF1,B,red2,2024,warming,199,Sagwon.CF1.B.red2.2024
Sagwon,CF,CF1,C,blue,2023,warming,250,Sagwon.CF1.C.blue.2023
Sagwon,CF,CF1,C,blue,2024,warming,238,Sagwon.CF1.C.blue.2024
Sagwon,CF,CF1,C,red,2022,warming,223,Sagwon.CF1.C.red.2022
Sagwon,CF,CF1,CF1,Black,2016,warming,247,Sagwon.CF1.CF1.Black.2016
Sagwon,CF,CF1,CF1,Black,2017,warming,237,Sagwon.CF1.CF1.Black.2017
Sagwon,CF,CF10,CF10,Black,2015,control,223,Sagwon.CF10.CF10.Black.2015
Sagwon,CF,CF10,CF10,Black,2016,control,238,Sagwon.CF10.CF10.Black.2016
Sagwon,CF,CF11,A,Blue,2023,control,243,Sagwon.CF11.A.Blue.2023
Sagwon,CF,CF11,A,Blue2,2024,control,242,Sagwon.CF11.A.Blue2.2024
Sagwon,CF,CF11,B,Blue,2022,control,229,Sagwon.CF11.B.Blue.2022
Sagwon,CF,CF11,B,Red,2023,control,245,Sagwon.CF11.B.Red.2023
Sagwon,CF,CF11,B,Red,2024,control,241,Sagwon.CF11.B.Red.2024
Sagwon,CF,CF11,C,Yellow,2023,control,208,Sagwon.CF11.C.Yellow.2023
Sagwon,CF,CF11,C,Yellow2,2024,control,236,Sagwon.CF11.C.Yellow2.2024
Sagwon,CF,CF11,CF11,Black,2016,control,242,Sagwon.CF11.CF11.Black.2016
Sagwon,CF,CF11,CF11,Black,2017,control,243,Sagwon.CF11.CF11.Black.2017
Sagwon,CF,CF12,A,Blue,2022,warming,191,Sagwon.CF12.A.Blue.2022
Sagwon,CF,CF12,A,Red,2023,warming,204,Sagwon.CF12.A.Red.2023
Sagwon,CF,CF12,B,Red,2023,warming,244,Sagwon.CF12.B.Red.2023
Sagwon,CF,CF12,B,Red,2024,warming,226,Sagwon.CF12.B.Red.2024
Sagwon,CF,CF12,C,Red,2023,warming,241,Sagwon.CF12.C.Red.2023
Sagwon,CF,CF12,C,Red,2024,warming,235,Sagwon.CF12.C.Red.2024
Sagwon,CF,CF12,CF12,Black,2016,warming,227,Sagwon.CF12.CF12.Black.2016
Sagwon,CF,CF12,CF12,Black,2017,warming,234,Sagwon.CF12.CF12.Black.2017
Sagwon,CF,CF13,A,Red,2023,control,213,Sagwon.CF13.A.Red.2023
Sagwon,CF,CF13,A,Red2,2024,control,221,Sagwon.CF13.A.Red2.2024
Sagwon,CF,CF13,B,Blue,2023,control,234,Sagwon.CF13.B.Blue.2023
Sagwon,CF,CF13,B,Blue,2024,control,193,Sagwon.CF13.B.Blue.2024
Sagwon,CF,CF13,C,Blue,2022,control,216,Sagwon.CF13.C.Blue.2022
Sagwon,CF,CF13,C,Yellow,2023,control,250,Sagwon.CF13.C.Yellow.2023
Sagwon,CF,CF13,C,Yellow,2024,control,228,Sagwon.CF13.C.Yellow.2024
Sagwon,CF,CF13,CF13,Black,2016,control,243,Sagwon.CF13.CF13.Black.2016
Sagwon,CF,CF13,CF13,Black,2017,control,245,Sagwon.CF13.CF13.Black.2017
Sagwon,CF,CF14,A,Blue,2023,warming,240,Sagwon.CF14.A.Blue.2023
Sagwon,CF,CF14,B,Blue,2023,warming,250,Sagwon.CF14.B.Blue.2023
Sagwon,CF,CF14,B,Blue,2024,warming,241,Sagwon.CF14.B.Blue.2024
Sagwon,CF,CF14,C,Yellow,2023,warming,245,Sagwon.CF14.C.Yellow.2023
Sagwon,CF,CF14,C,Yellow,2024,warming,221,Sagwon.CF14.C.Yellow.2024
Sagwon,CF,CF14,CF14,Black,2015,warming,226,Sagwon.CF14.CF14.Black.2015
Sagwon,CF,CF14,CF14,Black,2016,warming,230,Sagwon.CF14.CF14.Black.2016
Sagwon,CF,CF14,CF14,Black,2017,warming,237,Sagwon.CF14.CF14.Black.2017
Sagwon,CF,CF15,A,Red,2023,warming,198,Sagwon.CF15.A.Red.2023
Sagwon,CF,CF15,A,Red2,2024,warming,201,Sagwon.CF15.A.Red2.2024
Sagwon,CF,CF15,B,Blue,2023,warming,249,Sagwon.CF15.B.Blue.2023
Sagwon,CF,CF15,B,Blue,2024,warming,241,Sagwon.CF15.B.Blue.2024
Sagwon,CF,CF15,C,Blue,2022,warming,195,Sagwon.CF15.C.Blue.2022
Sagwon,CF,CF15,C,Blue,2023,warming,241,Sagwon.CF15.C.Blue.2023
Sagwon,CF,CF15,C,Blue2,2024,warming,237,Sagwon.CF15.C.Blue2.2024
Sagwon,CF,CF15,CF15,Black,2015,warming,226,Sagwon.CF15.CF15.Black.2015
Sagwon,CF,CF15,CF15,Black,2016,warming,196,Sagwon.CF15.CF15.Black.2016
Sagwon,CF,CF16,A,Red,2022,control,227,Sagwon.CF16.A.Red.2022
Sagwon,CF,CF16,A,Yellow,2023,control,203,Sagwon.CF16.A.Yellow.2023
Sagwon,CF,CF16,A,Yellow,2024,control,224,Sagwon.CF16.A.Yellow.2024
Sagwon,CF,CF16,B,Blue,2022,control,222,Sagwon.CF16.B.Blue.2022
Sagwon,CF,CF16,B,Yellow,2023,control,220,Sagwon.CF16.B.Yellow.2023
Sagwon,CF,CF16,B,Yellow2,2024,control,242,Sagwon.CF16.B.Yellow2.2024
Sagwon,CF,CF16,C,Blue,2023,control,249,Sagwon.CF16.C.Blue.2023
Sagwon,CF,CF16,C,Blue,2024,control,234,Sagwon.CF16.C.Blue.2024
Sagwon,CF,CF16,C,Red,2022,control,233,Sagwon.CF16.C.Red.2022
Sagwon,CF,CF16,CF16,Black,2015,control,210,Sagwon.CF16.CF16.Black.2015
Sagwon,CF,CF16,CF16,Black,2017,control,241,Sagwon.CF16.CF16.Black.2017
Sagwon,CF,CF16,CF16,Black2,2016,control,248,Sagwon.CF16.CF16.Black2.2016
Sagwon,CF,CF17,A,blue,2023,warming,249,Sagwon.CF17.A.blue.2023
Sagwon,CF,CF17,A,blue,2024,warming,241,Sagwon.CF17.A.blue.2024
Sagwon,CF,CF17,B,blue,2024,warming,228,Sagwon.CF17.B.blue.2024
Sagwon,CF,CF17,B,red,2022,warming,232,Sagwon.CF17.B.red.2022
Sagwon,CF,CF17,C,blue,2022,warming,231,Sagwon.CF17.C.blue.2022
Sagwon,CF,CF17,C,blue,2023,warming,202,Sagwon.CF17.C.blue.2023
Sagwon,CF,CF17,C,blue2,2024,warming,234,Sagwon.CF17.C.blue2.2024
Sagwon,CF,CF17,CF17,Black,2015,warming,202,Sagwon.CF17.CF17.Black.2015
Sagwon,CF,CF17,CF17,Black,2016,warming,223,Sagwon.CF17.CF17.Black.2016
Sagwon,CF,CF17,CF17,Black,2017,warming,240,Sagwon.CF17.CF17.Black.2017
Sagwon,CF,CF18,B,blue,2023,control,200,Sagwon.CF18.B.blue.2023
Sagwon,CF,CF18,B,blue2,2024,control,235,Sagwon.CF18.B.blue2.2024
Sagwon,CF,CF18,C,red,2023,control,224,Sagwon.CF18.C.red.2023
Sagwon,CF,CF18,C,red2,2024,control,236,Sagwon.CF18.C.red2.2024
Sagwon,CF,CF18,CF18,Black,2017,control,240,Sagwon.CF18.CF18.Black.2017
Sagwon,CF,CF19,A,blue,2023,control,243,Sagwon.CF19.A.blue.2023
Sagwon,CF,CF19,A,blue,2024,control,238,Sagwon.CF19.A.blue.2024
Sagwon,CF,CF19,B,blue,2023,control,226,Sagwon.CF19.B.blue.2023
Sagwon,CF,CF19,B,blue2,2024,control,236,Sagwon.CF19.B.blue2.2024
Sagwon,CF,CF19,C,blue,2023,control,238,Sagwon.CF19.C.blue.2023
Sagwon,CF,CF19,C,blue,2024,control,234,Sagwon.CF19.C.blue.2024
Sagwon,CF,CF19,CF19,Black,2015,control,207,Sagwon.CF19.CF19.Black.2015
Sagwon,CF,CF19,CF19,Black,2016,control,225,Sagwon.CF19.CF19.Black.2016
Sagwon,CF,CF19,CF19,Black,2017,control,239,Sagwon.CF19.CF19.Black.2017
Sagwon,CF,CF2,A,blue,2023,control,237,Sagwon.CF2.A.blue.2023
Sagwon,CF,CF2,A,blue,2024,control,240,Sagwon.CF2.A.blue.2024
Sagwon,CF,CF2,A,red,2022,control,207,Sagwon.CF2.A.red.2022
Sagwon,CF,CF2,B,blue,2024,control,241,Sagwon.CF2.B.blue.2024
Sagwon,CF,CF2,B,red,2023,control,227,Sagwon.CF2.B.red.2023
Sagwon,CF,CF2,C,red,2023,control,248,Sagwon.CF2.C.red.2023
Sagwon,CF,CF2,C,red,2024,control,240,Sagwon.CF2.C.red.2024
Sagwon,CF,CF2,CF2,Black,2015,control,204,Sagwon.CF2.CF2.Black.2015
Sagwon,CF,CF2,CF2,Black,2017,control,241,Sagwon.CF2.CF2.Black.2017
Sagwon,CF,CF2,CF2,Black2,2016,control,236,Sagwon.CF2.CF2.Black2.2016
Sagwon,CF,CF20,A,Yellow,2023,warming,246,Sagwon.CF20.A.Yellow.2023
Sagwon,CF,CF20,A,Yellow,2024,warming,236,Sagwon.CF20.A.Yellow.2024
Sagwon,CF,CF20,B,blue,2023,warming,244,Sagwon.CF20.B.blue.2023
Sagwon,CF,CF20,B,blue,2024,warming,239,Sagwon.CF20.B.blue.2024
Sagwon,CF,CF20,C,red,2023,warming,251,Sagwon.CF20.C.red.2023
Sagwon,CF,CF20,C,red2,2024,warming,230,Sagwon.CF20.C.red2.2024
Sagwon,CF,CF20,CF20,Black,2015,warming,206,Sagwon.CF20.CF20.Black.2015
Sagwon,CF,CF20,CF20,Black,2017,warming,248,Sagwon.CF20.CF20.Black.2017
Sagwon,CF,CF20,CF20,Black2,2016,warming,250,Sagwon.CF20.CF20.Black2.2016
Sagwon,CF,CF3,CF3,Black,2015,warming,208,Sagwon.CF3.CF3.Black.2015
Sagwon,CF,CF3,CF3,Black,2016,warming,218,Sagwon.CF3.CF3.Black.2016
Sagwon,CF,CF4,CF4,Black,2015,control,200,Sagwon.CF4.CF4.Black.2015
Sagwon,CF,CF4,CF4,Black,2016,control,252,Sagwon.CF4.CF4.Black.2016
Sagwon,CF,CF5,A,blue,2023,control,243,Sagwon.CF5.A.blue.2023
Sagwon,CF,CF5,A,blue,2024,control,239,Sagwon.CF5.A.blue.2024
Sagwon,CF,CF5,B,blue,2023,control,235,Sagwon.CF5.B.blue.2023
Sagwon,CF,CF5,B,blue,2024,control,233,Sagwon.CF5.B.blue.2024
Sagwon,CF,CF5,B,red,2022,control,232,Sagwon.CF5.B.red.2022
Sagwon,CF,CF5,C,blue,2023,control,240,Sagwon.CF5.C.blue.2023
Sagwon,CF,CF5,C,blue,2024,control,208,Sagwon.CF5.C.blue.2024
Sagwon,CF,CF5,CF5,Black,2015,control,200,Sagwon.CF5.CF5.Black.2015
Sagwon,CF,CF5,CF5,Black,2017,control,230,Sagwon.CF5.CF5.Black.2017
Sagwon,CF,CF5,CF5,Black2,2016,control,222,Sagwon.CF5.CF5.Black2.2016
Sagwon,CF,CF6,A,red,2023,warming,249,Sagwon.CF6.A.red.2023
Sagwon,CF,CF6,B,blue,2022,warming,231,Sagwon.CF6.B.blue.2022
Sagwon,CF,CF6,C,red,2023,warming,235,Sagwon.CF6.C.red.2023
Sagwon,CF,CF6,C,red,2024,warming,202,Sagwon.CF6.C.red.2024
Sagwon,CF,CF6,CF6,Black,2016,warming,254,Sagwon.CF6.CF6.Black.2016
Sagwon,CF,CF6,CF6,Black,2017,warming,249,Sagwon.CF6.CF6.Black.2017
Sagwon,CF,CF7,A,blue,2023,control,237,Sagwon.CF7.A.blue.2023
Sagwon,CF,CF7,A,blue,2024,control,225,Sagwon.CF7.A.blue.2024
Sagwon,CF,CF7,B,blue,2023,control,237,Sagwon.CF7.B.blue.2023
Sagwon,CF,CF7,B,blue,2024,control,230,Sagwon.CF7.B.blue.2024
Sagwon,CF,CF7,C,red,2022,control,232,Sagwon.CF7.C.red.2022
Sagwon,CF,CF7,C,red,2023,control,242,Sagwon.CF7.C.red.2023
Sagwon,CF,CF7,C,red,2024,control,216,Sagwon.CF7.C.red.2024
Sagwon,CF,CF7,CF7,Black,2015,control,215,Sagwon.CF7.CF7.Black.2015
Sagwon,CF,CF7,CF7,Black,2016,control,231,Sagwon.CF7.CF7.Black.2016
Sagwon,CF,CF7,CF7,Black,2017,control,244,Sagwon.CF7.CF7.Black.2017
Sagwon,CF,CF8,A,red,2023,warming,256,Sagwon.CF8.A.red.2023
Sagwon,CF,CF8,A,red,2024,warming,233,Sagwon.CF8.A.red.2024
Sagwon,CF,CF8,B,blue,2023,warming,247,Sagwon.CF8.B.blue.2023
Sagwon,CF,CF8,C,red,2023,warming,245,Sagwon.CF8.C.red.2023
Sagwon,CF,CF8,C,red,2024,warming,229,Sagwon.CF8.C.red.2024
Sagwon,CF,CF8,CF8,Black,2016,warming,229,Sagwon.CF8.CF8.Black.2016
Sagwon,CF,CF8,CF8,Black,2017,warming,241,Sagwon.CF8.CF8.Black.2017
Sagwon,CF,CF9,CF9,Black,2015,warming,216,Sagwon.CF9.CF9.Black.2015
Sagwon,CF,CF9,CF9,Black,2016,warming,219,Sagwon.CF9.CF9.Black.2016
Sagwon,SG,NT1,NT1,Black,2015,untransplanted,211,Sagwon.NT1.NT1.Black.2015
Sagwon,SG,NT1,NT1,Black,2016,untransplanted,235,Sagwon.NT1.NT1.Black.2016
Sagwon,SG,NT1,NT1,Black,2017,untransplanted,235,Sagwon.NT1.NT1.Black.2017
Sagwon,SG,NT10,NT10,Black,2015,untransplanted,219,Sagwon.NT10.NT10.Black.2015
Sagwon,SG,NT10,NT10,Black,2016,untransplanted,221,Sagwon.NT10.NT10.Black.2016
Sagwon,SG,NT10,NT10,Black,2017,untransplanted,238,Sagwon.NT10.NT10.Black.2017
Sagwon,SG,NT2,NT2,Black,2015,untransplanted,221,Sagwon.NT2.NT2.Black.2015
Sagwon,SG,NT2,NT2,Black,2016,untransplanted,241,Sagwon.NT2.NT2.Black.2016
Sagwon,SG,NT2,NT2,Black,2017,untransplanted,237,Sagwon.NT2.NT2.Black.2017
Sagwon,SG,NT3,NT3,Black,2015,untransplanted,215,Sagwon.NT3.NT3.Black.2015
Sagwon,SG,NT3,NT3,Black,2016,untransplanted,223,Sagwon.NT3.NT3.Black.2016
Sagwon,SG,NT3,NT3,Black,2017,untransplanted,234,Sagwon.NT3.NT3.Black.2017
Sagwon,SG,NT4,NT4,Black,2015,untransplanted,209,Sagwon.NT4.NT4.Black.2015
